emp_no,dept_no,from_date,to_date
74275,d002,1992-11-08,9999-01-01
74281,d005,1995-09-10,9999-01-01
74283,d005,1995-12-02,9999-01-01
74286,d004,1992-10-11,9999-01-01
74294,d004,1986-10-17,9999-01-01
74308,d005,1985-12-31,9999-01-01
74312,d005,1997-10-31,9999-01-01
74313,d005,1991-05-12,9999-01-01
74319,d003,1996-11-06,9999-01-01
74329,d009,1989-04-24,1990-11-19
74338,d003,1985-08-13,1989-12-16
74345,d007,1997-12-16,9999-01-01
74378,d005,1988-02-26,9999-01-01
74387,d005,1985-03-26,9999-01-01
74388,d005,1994-05-01,9999-01-01
74406,d004,1985-11-05,9999-01-01
74422,d001,2000-09-06,9999-01-01
74422,d007,1998-09-25,2000-09-06
74450,d005,1995-01-02,9999-01-01
74461,d005,1993-07-28,9999-01-01
74463,d004,1995-05-08,9999-01-01
74467,d001,2001-10-13,9999-01-01
74467,d003,1996-10-23,2001-10-13
74476,d005,1992-05-06,9999-01-01
74486,d005,1989-12-20,9999-01-01
74490,d007,1995-05-14,9999-01-01
74511,d005,1990-04-12,1994-01-25
74522,d007,1997-08-13,9999-01-01
74528,d008,1988-03-06,9999-01-01
74535,d005,1985-05-18,1997-09-21
74535,d008,1997-09-21,9999-01-01
74546,d005,1998-01-09,9999-01-01
74559,d005,1993-04-10,9999-01-01
74574,d007,1993-10-07,1996-08-25
74577,d007,1995-10-31,1997-03-30
74598,d001,1992-05-10,1999-03-07
74611,d009,1999-08-11,9999-01-01
74614,d006,1998-08-15,9999-01-01
74615,d004,1993-02-21,1994-12-03
74645,d005,1988-12-04,1994-05-30
74645,d008,1994-05-30,9999-01-01
74653,d005,1996-08-05,1997-07-17
74653,d008,1997-07-17,9999-01-01
74674,d005,1992-06-12,9999-01-01
74680,d009,1998-02-17,9999-01-01
74686,d005,1986-11-08,1986-12-14
74739,d005,2001-07-25,9999-01-01
74739,d009,1994-06-08,2001-07-25
74768,d005,1995-12-30,9999-01-01
74769,d004,1998-02-17,9999-01-01
74769,d006,1994-11-03,1998-02-17
74780,d004,1991-12-02,9999-01-01
74796,d005,1999-04-16,9999-01-01
74810,d005,1996-12-27,9999-01-01
74811,d004,1988-11-17,9999-01-01
74820,d001,1992-12-03,9999-01-01
74823,d005,1990-03-28,9999-01-01
74839,d005,1997-03-31,9999-01-01
74841,d004,1986-07-20,9999-01-01
74859,d007,1999-12-03,9999-01-01
74885,d004,1998-01-01,1998-11-10
74911,d004,1989-07-30,9999-01-01
74921,d006,1988-11-06,9999-01-01
74926,d002,1987-12-10,9999-01-01
74928,d005,1995-07-31,9999-01-01
74929,d004,1995-04-18,9999-01-01
74948,d005,1985-10-28,1987-06-21
74948,d008,1987-06-21,1994-06-08
74955,d005,1988-11-08,9999-01-01
74965,d007,1988-04-24,9999-01-01
74967,d005,1990-06-19,1996-06-14
74967,d008,1996-06-14,9999-01-01
74987,d001,1996-10-27,9999-01-01
74987,d007,1994-12-01,1996-10-27
74997,d002,1995-04-08,9999-01-01
75001,d008,1996-10-15,2002-06-28
75005,d001,1995-06-15,9999-01-01
75005,d007,1994-07-17,1995-06-15
75008,d005,1990-06-10,9999-01-01
75024,d007,1992-05-30,9999-01-01
75048,d004,1992-11-18,1996-10-14
75064,d008,1987-01-20,9999-01-01
75086,d004,1991-07-22,9999-01-01
75088,d005,1996-12-13,1997-06-12
75092,d007,1985-11-06,9999-01-01
75112,d004,1999-11-17,9999-01-01
75112,d005,1991-03-21,1999-11-17
75145,d004,1992-09-15,9999-01-01
75153,d005,1998-04-08,2000-02-22
75155,d009,1986-04-10,9999-01-01
75160,d003,1993-08-16,9999-01-01
75163,d006,1991-06-14,9999-01-01
75169,d001,1994-04-18,9999-01-01
75177,d005,1985-02-13,9999-01-01
75194,d004,1995-10-06,9999-01-01
75197,d007,1991-07-23,1994-12-29
75211,d004,1998-04-10,9999-01-01
75234,d004,1989-04-27,9999-01-01
75244,d005,1991-11-25,9999-01-01
75251,d004,1999-02-02,2000-10-30
75295,d001,1987-12-25,1999-11-08
75314,d007,1988-03-03,9999-01-01
75318,d003,1997-07-19,2002-01-21
75329,d004,1993-01-30,9999-01-01
75332,d001,1985-03-10,9999-01-01
75357,d004,1992-05-18,9999-01-01
75386,d002,1990-02-08,9999-01-01
75403,d003,1991-10-29,9999-01-01
75426,d002,1990-03-03,2001-05-30
75446,d005,1992-09-20,9999-01-01
75461,d001,1995-11-21,1999-08-12
75488,d003,1994-04-15,9999-01-01
75506,d004,1986-02-11,9999-01-01
75514,d006,1985-08-09,9999-01-01
75516,d005,1994-02-04,9999-01-01
75532,d004,1999-08-17,2000-11-26
75539,d004,1995-09-16,9999-01-01
75539,d005,1989-07-16,1995-09-16
75542,d007,1999-09-07,9999-01-01
75567,d005,1992-04-13,9999-01-01
75607,d004,1992-12-27,1994-04-05
75607,d009,1994-04-05,9999-01-01
75613,d004,1995-06-05,9999-01-01
75642,d003,1986-08-09,1995-10-23
75663,d007,1991-11-22,9999-01-01
75668,d007,1993-04-07,9999-01-01
75672,d005,1996-08-13,9999-01-01
75682,d002,1995-10-04,1999-04-02
75689,d004,1986-12-28,9999-01-01
75694,d009,1997-02-19,9999-01-01
75706,d004,1998-02-20,9999-01-01
75711,d001,1985-04-03,9999-01-01
75718,d001,1987-09-18,9999-01-01
75725,d007,1990-01-07,9999-01-01
75736,d004,1997-10-20,9999-01-01
75754,d005,1999-06-27,2002-07-04
75759,d004,2002-07-04,9999-01-01
75759,d005,1999-02-19,2002-07-04
75764,d008,1990-09-19,9999-01-01
75769,d002,1996-06-19,9999-01-01
75770,d004,1993-10-26,1999-06-02
75770,d009,1999-06-02,9999-01-01
75779,d004,1997-04-03,9999-01-01
75794,d007,1990-03-10,9999-01-01
75804,d005,1990-07-11,2001-01-09
75819,d003,1986-06-04,9999-01-01
75820,d007,1992-07-17,9999-01-01
75839,d005,1995-11-23,9999-01-01
75855,d007,1990-11-30,9999-01-01
75876,d004,1993-12-08,9999-01-01
75876,d009,1987-09-25,1993-12-08
75882,d008,1995-12-23,9999-01-01
75892,d001,1998-08-16,9999-01-01
75905,d004,2000-05-12,9999-01-01
75905,d005,1997-06-30,2000-05-12
75909,d009,1992-12-26,1995-04-11
75927,d004,1993-08-08,9999-01-01
75945,d005,1994-06-12,1999-11-29
75957,d007,1991-05-19,9999-01-01
75975,d005,1997-03-26,9999-01-01
75995,d007,1990-06-30,9999-01-01
76009,d004,1998-10-10,9999-01-01
76009,d005,1997-12-04,1998-10-10
76032,d005,1998-06-19,9999-01-01
76033,d005,1994-11-13,9999-01-01
76035,d004,1990-06-26,9999-01-01
76038,d005,1985-12-08,9999-01-01
76046,d003,1987-06-11,1987-12-10
76063,d004,1987-09-03,9999-01-01
76064,d002,1991-05-22,1997-02-17
76076,d009,1990-12-06,9999-01-01
76081,d001,1989-12-15,2000-10-13
76081,d009,2000-10-13,9999-01-01
76106,d004,1990-06-02,9999-01-01
76119,d005,1999-03-03,9999-01-01
76121,d006,1986-11-10,9999-01-01
76128,d009,1995-02-14,9999-01-01
76137,d008,1987-07-26,9999-01-01
76169,d007,1991-09-03,1991-11-24
76175,d007,1987-01-21,9999-01-01
76177,d005,1993-08-28,9999-01-01
76188,d009,1985-10-16,9999-01-01
76196,d005,1996-10-02,9999-01-01
76200,d006,1991-01-29,9999-01-01
76203,d004,1988-07-18,9999-01-01
76211,d007,1991-09-14,9999-01-01
76229,d005,1986-02-07,9999-01-01
76262,d002,1986-11-16,1987-02-26
76262,d003,1987-02-26,1997-05-07
76266,d005,1999-07-06,9999-01-01
76274,d005,1994-01-08,9999-01-01
76310,d005,1999-07-19,9999-01-01
76325,d007,1999-03-21,9999-01-01
76335,d005,1991-10-05,9999-01-01
76344,d003,1988-12-26,9999-01-01
76369,d004,1995-10-26,9999-01-01
76371,d006,1996-12-24,9999-01-01
76373,d009,1989-06-23,9999-01-01
76380,d007,1999-01-26,9999-01-01
76391,d004,1994-12-05,9999-01-01
76400,d005,1993-01-28,9999-01-01
76417,d005,1989-12-27,1993-12-31
76448,d007,1993-07-05,9999-01-01
76459,d004,1989-02-05,9999-01-01
76462,d004,1993-01-18,9999-01-01
76463,d007,1993-04-03,9999-01-01
76470,d007,1991-06-06,9999-01-01
76478,d005,1992-01-31,9999-01-01
76499,d002,1990-10-18,1995-06-06
76513,d004,1992-10-21,9999-01-01
76515,d004,1998-03-15,1998-11-01
76515,d009,1998-11-01,1999-03-21
76517,d007,1993-07-05,9999-01-01
76522,d008,1998-11-30,9999-01-01
76537,d006,1994-12-23,9999-01-01
76538,d007,1991-08-14,1995-09-01
76539,d005,1987-02-05,9999-01-01
76555,d004,1999-02-22,9999-01-01
76561,d003,1996-11-13,9999-01-01
76564,d004,1997-10-29,9999-01-01
76577,d007,1993-02-19,9999-01-01
76584,d003,1992-12-23,1995-06-17
76586,d004,1987-07-07,9999-01-01
76638,d005,1989-05-06,9999-01-01
76645,d005,1997-10-15,9999-01-01
76657,d004,1994-06-04,9999-01-01
76662,d005,1992-04-04,1998-03-14
76662,d008,1998-03-14,9999-01-01
76678,d007,1992-12-14,9999-01-01
76680,d008,1989-01-07,9999-01-01
76686,d005,1992-07-01,9999-01-01
76688,d004,1988-04-22,9999-01-01
76693,d001,1998-01-28,2002-03-01
76699,d005,1997-05-01,1998-09-18
76714,d004,1986-05-05,9999-01-01
76715,d009,1993-10-25,9999-01-01
76721,d009,1994-06-27,9999-01-01
76722,d008,1990-08-14,9999-01-01
76725,d005,1990-05-17,1998-06-23
76740,d004,1988-09-23,1992-09-22
76740,d006,1992-09-22,9999-01-01
76771,d006,1999-01-03,9999-01-01
76782,d004,1989-03-06,1994-12-05
76799,d008,1987-10-12,9999-01-01
76832,d006,1990-06-05,9999-01-01
76833,d004,1995-08-05,9999-01-01
76834,d009,1991-11-13,9999-01-01
76846,d002,1987-12-03,9999-01-01
76849,d005,1998-01-12,9999-01-01
76850,d007,1994-03-26,9999-01-01
76861,d005,1996-02-23,1996-05-14
76863,d004,1991-06-06,1992-04-28
76863,d009,1992-04-28,9999-01-01
76866,d005,1991-12-10,9999-01-01
76869,d002,1992-05-16,2000-11-17
76874,d007,1988-11-23,9999-01-01
76894,d003,1990-06-30,1992-12-27
76921,d006,1990-12-11,9999-01-01
76941,d004,1999-03-15,9999-01-01
76951,d005,1994-12-28,1998-01-23
76958,d005,1999-07-18,9999-01-01
76959,d002,1988-08-20,1990-04-17
76970,d006,1994-05-02,9999-01-01
76982,d005,1997-09-21,9999-01-01
76985,d005,1991-03-15,9999-01-01
76988,d002,1999-06-14,9999-01-01
76988,d003,1996-05-28,1999-06-14
76998,d004,1996-06-16,1997-03-23
76998,d005,1987-08-03,1996-06-16
77004,d003,1992-05-26,1994-10-31
77008,d004,1996-05-16,9999-01-01
77013,d001,1996-03-26,1997-06-09
77014,d004,1986-04-25,9999-01-01
77026,d008,1987-06-20,9999-01-01
77034,d005,1986-06-06,9999-01-01
77044,d009,1996-12-27,9999-01-01
77060,d004,1999-01-29,9999-01-01
77061,d004,1999-12-02,9999-01-01
77068,d004,1994-08-03,9999-01-01
77068,d005,1988-12-04,1994-08-03
77100,d004,1986-12-25,9999-01-01
77104,d005,1989-09-27,9999-01-01
77111,d008,1997-08-31,2000-08-02
77128,d001,1995-08-18,9999-01-01
77139,d007,1991-09-12,9999-01-01
77140,d004,1986-04-05,1990-11-12
77140,d006,1990-11-12,1991-07-31
77170,d004,1996-03-29,9999-01-01
77197,d009,1998-09-11,9999-01-01
77200,d009,1998-06-14,9999-01-01
77205,d002,1994-01-13,2000-12-25
77205,d003,2000-12-25,9999-01-01
77228,d009,1998-07-17,9999-01-01
77246,d005,1996-09-23,1997-02-20
77247,d005,1988-08-16,1990-04-08
77253,d002,1990-11-12,2000-03-27
77253,d007,2000-03-27,9999-01-01
77255,d001,1990-03-14,9999-01-01
77286,d005,1996-12-27,9999-01-01
77302,d005,1985-12-29,9999-01-01
77320,d005,1990-11-13,9999-01-01
77336,d005,1991-05-23,9999-01-01
77348,d004,1994-04-20,9999-01-01
77350,d007,1991-01-05,9999-01-01
77354,d007,1985-03-16,9999-01-01
77355,d006,1988-12-13,9999-01-01
77394,d005,1986-10-14,9999-01-01
77427,d001,1990-07-21,1992-07-20
77427,d007,1992-07-20,9999-01-01
77428,d005,1999-04-06,9999-01-01
77440,d007,1989-10-03,9999-01-01
77452,d007,1999-04-23,9999-01-01
77456,d005,2000-08-03,9999-01-01
77456,d009,1993-05-11,2000-08-03
77482,d005,1990-08-17,1996-10-15
77514,d004,2000-03-13,9999-01-01
77514,d008,1995-01-09,2000-03-13
77549,d004,1991-05-12,9999-01-01
77570,d004,1994-01-14,2002-03-22
77577,d004,1991-04-07,9999-01-01
77581,d006,1998-09-11,9999-01-01
77588,d004,1994-02-17,9999-01-01
77605,d007,1993-09-30,1997-11-01
77611,d009,1985-07-31,9999-01-01
77630,d004,1993-09-23,9999-01-01
77637,d005,1994-01-29,2001-09-16
77641,d007,1987-04-07,9999-01-01
77648,d005,1997-08-16,9999-01-01
77649,d005,1999-01-30,9999-01-01
77657,d007,1992-06-21,9999-01-01
77675,d009,1992-03-19,9999-01-01
77678,d004,1997-09-05,9999-01-01
77682,d004,1987-03-25,9999-01-01
77683,d005,1996-12-28,9999-01-01
77691,d002,1997-01-08,9999-01-01
77697,d007,1993-08-23,1993-09-10
77738,d004,1994-10-19,1996-06-08
77738,d006,1996-06-08,9999-01-01
77754,d004,1994-02-03,9999-01-01
77766,d005,1990-05-15,9999-01-01
77779,d004,1986-02-28,1987-05-28
77779,d006,1987-05-28,1993-06-08
77801,d007,1985-05-11,1996-05-05
77801,d009,1996-05-05,9999-01-01
77851,d005,1987-09-29,9999-01-01
77901,d005,1994-05-29,1999-04-28
77901,d008,1999-04-28,9999-01-01
77902,d005,1997-10-26,9999-01-01
77906,d004,1988-01-11,1996-03-11
77915,d007,1988-08-28,9999-01-01
77917,d008,1999-11-20,2002-01-05
77929,d004,1994-08-07,9999-01-01
77934,d007,1990-02-18,1997-03-21
77935,d003,1995-09-20,9999-01-01
77936,d005,1986-12-19,9999-01-01
77946,d004,1993-09-19,2001-02-25
77954,d003,1993-05-06,1996-04-13
77958,d005,1986-01-28,9999-01-01
77965,d004,1985-12-19,9999-01-01
77971,d007,1997-05-09,9999-01-01
77973,d007,1994-04-04,9999-01-01
77987,d005,1988-03-06,2001-08-02
77992,d004,1992-11-22,2000-04-02
77994,d005,1995-03-17,1999-09-03
77994,d008,1999-09-03,9999-01-01
78005,d004,1987-12-13,1989-09-29
78005,d006,1989-09-29,9999-01-01
78018,d006,1995-09-15,9999-01-01
78028,d006,1995-10-01,9999-01-01
78038,d002,1987-04-12,9999-01-01
78061,d005,1993-06-14,1997-12-24
78061,d008,1997-12-24,9999-01-01
78070,d001,1996-08-02,9999-01-01
78070,d007,1985-08-11,1996-08-02
78093,d004,1997-02-04,9999-01-01
78103,d007,1995-03-03,9999-01-01
78105,d004,1987-02-09,1991-07-11
78128,d004,1997-06-03,9999-01-01
78133,d005,1998-02-22,9999-01-01
78153,d005,1992-09-20,9999-01-01
78155,d004,1986-10-03,9999-01-01
78156,d004,1994-01-25,2001-08-11
78167,d003,1990-05-25,1991-01-09
78169,d009,1986-08-08,9999-01-01
78177,d004,1998-04-19,9999-01-01
78182,d005,1996-07-21,9999-01-01
78185,d005,1986-12-08,9999-01-01
78206,d004,1990-06-03,9999-01-01
78208,d009,1988-06-09,9999-01-01
78233,d007,1995-02-27,9999-01-01
78240,d002,1990-06-05,9999-01-01
78240,d003,1985-09-07,1990-06-05
78242,d005,1987-05-05,9999-01-01
78245,d004,1985-08-28,9999-01-01
78281,d005,1992-08-16,9999-01-01
78282,d005,1985-10-13,9999-01-01
78295,d006,1991-06-02,9999-01-01
78308,d005,1992-05-16,1999-03-06
78366,d007,1993-06-27,9999-01-01
78410,d005,1988-02-21,9999-01-01
78429,d004,1988-03-31,9999-01-01
78445,d003,1987-07-05,9999-01-01
78452,d004,1993-06-28,9999-01-01
78483,d005,1994-01-01,9999-01-01
78489,d007,1992-05-27,2000-08-28
78489,d009,2000-08-28,9999-01-01
78495,d002,1995-12-08,9999-01-01
78507,d005,1999-10-23,9999-01-01
78519,d005,1995-03-16,9999-01-01
78520,d004,1994-10-26,9999-01-01
78520,d005,1990-07-26,1994-10-26
78521,d004,1989-07-04,2001-08-20
78523,d005,1998-05-18,9999-01-01
78524,d007,1988-08-11,9999-01-01
78528,d007,1997-04-20,9999-01-01
78541,d004,1992-03-16,9999-01-01
78545,d004,1991-02-18,9999-01-01
78568,d007,1985-05-15,9999-01-01
78579,d004,1985-03-17,9999-01-01
78586,d004,1986-02-22,1997-12-28
78586,d009,1997-12-28,2001-09-25
78587,d004,1985-11-17,9999-01-01
78599,d009,1987-12-26,9999-01-01
78608,d007,1994-12-29,9999-01-01
78610,d004,1993-10-08,1998-03-02
78617,d004,1991-10-16,9999-01-01
78629,d009,1986-05-29,9999-01-01
78639,d005,1996-02-15,9999-01-01
78640,d001,1985-12-06,9999-01-01
78641,d005,1993-07-20,2001-02-15
78665,d005,1989-03-02,1992-10-06
78670,d005,1990-02-23,9999-01-01
78680,d002,1995-11-17,9999-01-01
78721,d004,1998-12-08,9999-01-01
78748,d005,2001-11-11,9999-01-01
78748,d006,1996-01-12,2001-11-11
78754,d005,1995-09-16,9999-01-01
78763,d007,1996-09-14,2000-02-01
78774,d004,1991-01-20,1996-07-17
78778,d008,1997-03-14,9999-01-01
78792,d004,1989-10-16,9999-01-01
78824,d009,1999-05-07,2002-07-21
78846,d004,1988-09-15,1994-10-13
78854,d009,1991-01-31,1999-11-06
78897,d009,1999-07-19,9999-01-01
78908,d008,1997-10-03,9999-01-01
78943,d008,1997-11-08,9999-01-01
78976,d007,1994-10-20,9999-01-01
78978,d008,1998-10-28,9999-01-01
79011,d005,1990-07-23,9999-01-01
79018,d009,1986-11-28,9999-01-01
79027,d007,1994-08-20,9999-01-01
79030,d005,1999-05-12,1999-09-19
79030,d008,1999-09-19,2000-04-09
79053,d004,1988-06-29,9999-01-01
79061,d004,1998-11-20,9999-01-01
79065,d005,1987-06-11,9999-01-01
79087,d006,1993-03-18,9999-01-01
79099,d004,1996-11-28,9999-01-01
79118,d004,1993-05-26,9999-01-01
79119,d004,1989-07-24,9999-01-01
79135,d005,1988-03-02,1994-04-26
79136,d004,1995-02-23,9999-01-01
79157,d007,1992-02-10,9999-01-01
79161,d004,1996-11-02,1999-11-09
79166,d007,1993-03-10,9999-01-01
79173,d003,1997-07-02,1998-12-02
79178,d004,1987-01-14,9999-01-01
79211,d005,1985-11-25,9999-01-01
79226,d005,1988-07-29,9999-01-01
79241,d007,1998-05-08,9999-01-01
79244,d007,1996-12-30,2001-04-26
79254,d004,1995-02-01,9999-01-01
79264,d005,1987-12-03,9999-01-01
79305,d005,1985-07-03,9999-01-01
79309,d004,1991-06-01,9999-01-01
79320,d004,1985-04-10,9999-01-01
79328,d007,1997-12-09,9999-01-01
79333,d007,1986-03-21,9999-01-01
79369,d003,1995-10-22,9999-01-01
79372,d004,1990-12-11,9999-01-01
79390,d007,1999-08-02,9999-01-01
79399,d004,1988-12-06,1990-12-29
79401,d003,1992-07-07,9999-01-01
79417,d004,1998-10-20,9999-01-01
79424,d005,1994-11-30,9999-01-01
79425,d007,1989-11-23,9999-01-01
79438,d007,1999-09-01,9999-01-01
79441,d005,1995-03-31,9999-01-01
79441,d009,1987-05-24,1995-03-31
79442,d007,1993-02-28,9999-01-01
79456,d002,1997-04-24,9999-01-01
79457,d007,1996-09-08,1999-02-05
79478,d002,1999-04-28,9999-01-01
79492,d007,1990-05-25,1994-10-16
79492,d009,1994-10-16,9999-01-01
79509,d007,1986-05-24,9999-01-01
79516,d003,1988-03-09,9999-01-01
79518,d003,1996-06-19,9999-01-01
79534,d006,1991-12-27,9999-01-01
79541,d005,1990-07-09,1996-10-26
79556,d005,1985-12-19,9999-01-01
79568,d005,1990-07-15,9999-01-01
79585,d005,1988-02-08,9999-01-01
79593,d005,1993-04-08,9999-01-01
79614,d002,1992-09-14,9999-01-01
79620,d001,1990-12-02,9999-01-01
79632,d007,1987-12-27,9999-01-01
79658,d002,1997-09-25,9999-01-01
79668,d004,1991-02-04,9999-01-01
79674,d009,1993-06-24,9999-01-01
79676,d006,1988-09-26,9999-01-01
79684,d007,1988-12-25,9999-01-01
79692,d001,1989-08-01,9999-01-01
79694,d004,1994-02-18,1997-09-07
79701,d005,1999-05-01,2000-07-13
79706,d005,1993-07-12,9999-01-01
79708,d009,1988-03-07,9999-01-01
79713,d004,1991-06-09,9999-01-01
79722,d007,1997-08-07,1998-08-08
79729,d001,1995-02-11,9999-01-01
79777,d004,1987-08-30,1990-04-19
79777,d006,1990-04-19,1993-01-20
79781,d002,1992-03-04,9999-01-01
79788,d005,1995-12-11,9999-01-01
79818,d005,1991-12-16,9999-01-01
79820,d007,1997-02-11,9999-01-01
79822,d004,1997-09-15,9999-01-01
79845,d007,1995-10-06,9999-01-01
79869,d008,1997-01-15,9999-01-01
79870,d004,1999-07-16,9999-01-01
79870,d005,1994-07-17,1999-07-16
79871,d002,1991-02-20,9999-01-01
79885,d002,1999-04-21,9999-01-01
79914,d005,1987-09-22,9999-01-01
79931,d004,1993-08-07,9999-01-01
79943,d007,1989-08-06,1993-08-05
79950,d007,1996-11-10,1999-10-03
79960,d009,1998-11-26,9999-01-01
79973,d001,1990-01-05,9999-01-01
79975,d008,1997-10-01,9999-01-01
79984,d005,1994-12-19,9999-01-01
79986,d005,1997-10-30,9999-01-01
79989,d007,1990-01-01,9999-01-01
80001,d004,1988-10-20,9999-01-01
80004,d007,1992-03-03,9999-01-01
80044,d004,1994-05-28,2001-04-30
80070,d007,1991-11-28,9999-01-01
80080,d002,1991-04-04,9999-01-01
80087,d004,1991-08-01,9999-01-01
80117,d005,1990-05-21,9999-01-01
80118,d004,1990-02-28,9999-01-01
80121,d001,1995-11-02,9999-01-01
80142,d004,1988-07-16,9999-01-01
80158,d007,1990-11-16,9999-01-01
80159,d004,2002-02-13,9999-01-01
80159,d009,1998-08-22,2002-02-13
80163,d004,1997-03-11,9999-01-01
80201,d005,1991-09-18,2000-05-02
80204,d004,1994-05-07,9999-01-01
80211,d007,1993-05-08,9999-01-01
80214,d005,1997-01-22,9999-01-01
80230,d005,1985-08-08,9999-01-01
80250,d003,1997-04-28,9999-01-01
80254,d001,1995-01-17,9999-01-01
80264,d009,1997-03-02,9999-01-01
80295,d005,1993-09-25,9999-01-01
80296,d007,1996-12-09,2001-05-23
80297,d004,1990-07-11,9999-01-01
80329,d001,1999-08-06,1999-09-05
80330,d005,1995-12-08,1996-05-12
80334,d004,1998-06-22,9999-01-01
80345,d006,1990-02-06,9999-01-01
80346,d003,1993-08-24,9999-01-01
80357,d005,1988-06-03,9999-01-01
80373,d005,1993-01-08,1998-05-16
80382,d004,1985-12-28,9999-01-01
80392,d005,1989-10-28,9999-01-01
80400,d007,1989-05-09,9999-01-01
80405,d009,1988-05-18,9999-01-01
80408,d004,1998-02-09,9999-01-01
80419,d001,1993-07-08,9999-01-01
80441,d002,1998-04-21,9999-01-01
80447,d005,1992-05-09,9999-01-01
80458,d005,1986-03-05,1986-12-25
80461,d009,1988-06-22,1990-11-09
80467,d002,1994-12-04,9999-01-01
80485,d007,1985-02-24,9999-01-01
80499,d008,1996-12-14,9999-01-01
80513,d007,1992-12-12,9999-01-01
80523,d002,1991-08-08,9999-01-01
80525,d002,1997-01-03,2001-02-23
80544,d004,1990-07-22,1994-08-26
80601,d004,1993-12-05,2000-02-05
80601,d009,2000-02-05,9999-01-01
80604,d005,1995-11-12,9999-01-01
80616,d004,1989-08-29,2001-05-05
80638,d005,1993-12-19,9999-01-01
80639,d004,1986-07-20,9999-01-01
80641,d004,2001-06-15,9999-01-01
80641,d005,1998-07-10,2001-06-15
80652,d007,1994-04-07,1994-04-08
80652,d009,1994-04-08,1994-04-11
80657,d005,1994-04-19,9999-01-01
80670,d005,1991-06-13,1993-01-02
80690,d007,1994-03-29,9999-01-01
80693,d007,1988-02-02,9999-01-01
80694,d005,1998-02-01,9999-01-01
80707,d004,1988-02-28,9999-01-01
80730,d009,1989-04-09,9999-01-01
80737,d004,1989-10-16,2000-11-29
80737,d009,2000-11-29,9999-01-01
80738,d005,1998-05-10,9999-01-01
80747,d009,1997-11-21,9999-01-01
80768,d004,1989-06-11,9999-01-01
80775,d004,1991-03-20,9999-01-01
80780,d004,1993-06-13,9999-01-01
80784,d001,1988-02-15,9999-01-01
80800,d004,1985-08-30,9999-01-01
80801,d007,1996-03-09,9999-01-01
80819,d004,1990-04-20,9999-01-01
80822,d001,1986-03-30,1986-12-03
80822,d007,1986-01-24,1986-03-30
80823,d007,1985-02-26,9999-01-01
80832,d005,1985-09-23,1991-02-18
80832,d008,1991-02-18,1997-10-01
80842,d004,1992-01-26,1996-04-02
80842,d006,1996-04-02,9999-01-01
80845,d009,1986-12-24,9999-01-01
80864,d007,1989-01-08,2000-01-06
80866,d005,1998-11-30,9999-01-01
80868,d007,1995-07-26,9999-01-01
80871,d007,1996-06-23,9999-01-01
80877,d004,1992-06-18,9999-01-01
80879,d005,1994-08-11,9999-01-01
80885,d009,1988-12-07,9999-01-01
80908,d005,1990-08-12,9999-01-01
80926,d007,1989-02-09,9999-01-01
80928,d002,1995-11-11,2002-04-05
80945,d004,1993-05-18,9999-01-01
80950,d003,1985-03-03,9999-01-01
80961,d006,1990-10-10,9999-01-01
80971,d004,1986-07-22,9999-01-01
80996,d009,1998-06-13,9999-01-01
81008,d005,1996-11-09,9999-01-01
81010,d005,1992-02-02,9999-01-01
81015,d004,1992-12-09,1998-01-24
81015,d006,1998-01-24,9999-01-01
81022,d007,1999-01-13,9999-01-01
81024,d004,1999-04-01,9999-01-01
81025,d001,1997-02-24,2000-10-24
81025,d009,2000-10-24,9999-01-01
81033,d007,1999-01-20,9999-01-01
81039,d005,1996-10-10,9999-01-01
81046,d004,1991-05-25,2000-11-15
81051,d005,1987-08-16,9999-01-01
81068,d004,1986-10-23,9999-01-01
81077,d001,1998-10-05,2002-07-27
81086,d005,1999-08-17,9999-01-01
81089,d001,1985-07-11,1997-10-22
81096,d003,1991-05-03,9999-01-01
81126,d005,1986-03-24,9999-01-01
81137,d003,1997-05-17,9999-01-01
81141,d002,1989-10-08,9999-01-01
81154,d005,1991-08-04,9999-01-01
