emp_no,title,from_date,to_date
38157,Staff,1987-05-28,1992-05-27
38158,Engineer,1991-01-09,2000-01-09
38158,Senior Engineer,2000-01-09,9999-01-01
38163,Engineer,1994-07-29,2001-07-29
38163,Senior Engineer,2001-07-29,9999-01-01
38184,Senior Staff,2001-05-14,9999-01-01
38184,Staff,1994-05-14,2001-05-14
38190,Engineer,1990-02-03,1990-03-03
38199,Engineer,1999-04-14,9999-01-01
38215,Staff,1996-01-01,9999-01-01
38228,Senior Engineer,2000-01-06,2001-09-09
38231,Engineer,1996-09-05,1998-05-16
38277,Senior Staff,2001-02-27,9999-01-01
38277,Staff,1993-02-27,2001-02-27
38288,Senior Staff,2000-02-01,9999-01-01
38288,Staff,1994-02-01,2000-02-01
38299,Senior Engineer,1992-10-25,9999-01-01
38319,Engineer,1987-11-23,1992-11-22
38319,Senior Engineer,1992-11-22,9999-01-01
38326,Senior Engineer,1992-06-03,9999-01-01
38330,Technique Leader,1990-06-17,2000-02-19
38334,Senior Staff,1994-07-31,9999-01-01
38351,Senior Staff,1998-07-23,9999-01-01
38351,Staff,1993-07-23,1998-07-23
38352,Senior Engineer,1998-06-07,9999-01-01
38355,Senior Staff,1995-11-28,9999-01-01
38355,Staff,1989-11-28,1995-11-28
38361,Senior Staff,1995-11-30,9999-01-01
38361,Staff,1989-11-30,1995-11-30
38364,Staff,1998-06-16,9999-01-01
38368,Senior Staff,2001-08-31,9999-01-01
38368,Staff,1992-08-31,2001-08-31
38377,Engineer,1985-08-28,1991-08-28
38377,Senior Engineer,1991-08-28,9999-01-01
38385,Engineer,1995-08-28,9999-01-01
38392,Engineer,1998-03-12,2001-02-10
38403,Senior Engineer,1987-03-06,9999-01-01
38404,Engineer,1985-05-18,1992-05-18
38404,Senior Engineer,1992-05-18,9999-01-01
38434,Engineer,1997-06-23,9999-01-01
38445,Senior Staff,1994-05-31,9999-01-01
38453,Senior Staff,1992-08-28,9999-01-01
38453,Staff,1985-08-28,1992-08-28
38455,Assistant Engineer,1995-11-10,2000-11-09
38455,Engineer,2000-11-09,9999-01-01
38457,Engineer,1997-09-07,9999-01-01
38472,Senior Staff,1993-06-04,9999-01-01
38472,Staff,1985-06-04,1993-06-04
38481,Engineer,1992-09-25,1999-09-26
38481,Senior Engineer,1999-09-26,9999-01-01
38482,Technique Leader,1998-10-24,9999-01-01
38504,Technique Leader,1998-10-16,9999-01-01
38507,Staff,1994-12-27,9999-01-01
38509,Engineer,1990-04-03,1996-04-01
38509,Senior Engineer,1996-04-01,9999-01-01
38517,Technique Leader,1994-02-05,9999-01-01
38526,Staff,1997-12-26,9999-01-01
38546,Senior Engineer,1988-05-10,1997-07-05
38584,Engineer,1994-06-17,1999-06-17
38584,Senior Engineer,1999-06-17,9999-01-01
38590,Senior Staff,1998-12-26,9999-01-01
38590,Staff,1992-12-26,1998-12-26
38604,Engineer,1991-01-15,1999-01-15
38604,Senior Engineer,1999-01-15,9999-01-01
38613,Senior Engineer,1997-01-23,9999-01-01
38617,Staff,1997-09-19,9999-01-01
38627,Senior Staff,1998-11-22,9999-01-01
38627,Staff,1989-11-22,1998-11-22
38639,Engineer,1990-11-17,1999-11-17
38639,Senior Engineer,1999-11-17,9999-01-01
38640,Engineer,1991-05-15,1997-05-14
38640,Senior Engineer,1997-05-14,9999-01-01
38646,Senior Staff,1997-02-08,9999-01-01
38646,Staff,1988-02-09,1997-02-08
38647,Staff,1993-11-22,9999-01-01
38653,Engineer,1991-08-17,1994-02-27
38702,Engineer,1996-09-28,2000-12-07
38710,Staff,1995-03-12,9999-01-01
38721,Engineer,1994-04-16,2002-04-16
38721,Senior Engineer,2002-04-16,9999-01-01
38726,Engineer,1995-02-13,9999-01-01
38735,Engineer,1997-01-27,9999-01-01
38737,Senior Staff,1996-09-25,9999-01-01
38737,Staff,1989-09-25,1996-09-25
38739,Senior Staff,1996-05-31,9999-01-01
38751,Engineer,1991-08-27,1998-08-27
38751,Senior Engineer,1998-08-27,9999-01-01
38757,Senior Staff,1998-01-06,9999-01-01
38757,Staff,1992-01-07,1998-01-06
38760,Senior Staff,1994-08-21,9999-01-01
38760,Staff,1987-08-21,1994-08-21
38763,Senior Staff,1997-12-22,9999-01-01
38763,Staff,1992-12-22,1997-12-22
38766,Senior Staff,1994-07-13,9999-01-01
38784,Senior Staff,2002-06-21,9999-01-01
38784,Staff,1993-06-21,2002-06-21
38807,Senior Staff,1991-09-25,9999-01-01
38812,Staff,1998-07-25,1999-04-01
38818,Staff,1999-03-07,2002-06-22
38821,Staff,1992-08-16,1994-07-21
38850,Engineer,1996-07-31,1999-05-08
38854,Engineer,1995-08-23,2000-01-28
38859,Senior Staff,2000-08-10,9999-01-01
38859,Staff,1993-08-10,2000-08-10
38862,Engineer,1995-01-28,2001-01-27
38862,Senior Engineer,2001-01-27,9999-01-01
38870,Engineer,1991-05-20,1997-05-19
38870,Senior Engineer,1997-05-19,9999-01-01
38878,Senior Staff,1986-10-09,9999-01-01
38914,Engineer,1999-10-16,9999-01-01
38965,Senior Staff,1988-07-04,9999-01-01
38966,Staff,1994-11-26,9999-01-01
38995,Senior Engineer,1990-05-14,1992-02-20
38997,Senior Staff,1986-04-25,9999-01-01
38998,Engineer,1997-11-04,9999-01-01
39001,Engineer,1993-04-10,1998-04-10
39001,Senior Engineer,1998-04-10,9999-01-01
39008,Senior Staff,1996-12-18,9999-01-01
39008,Staff,1990-12-19,1996-12-18
39018,Engineer,1988-03-18,1996-03-18
39018,Senior Engineer,1996-03-18,9999-01-01
39022,Assistant Engineer,1987-05-07,1993-05-06
39022,Engineer,1993-05-06,1999-05-06
39022,Senior Engineer,1999-05-06,9999-01-01
39068,Senior Staff,1996-07-22,9999-01-01
39068,Staff,1990-07-23,1996-07-22
39085,Engineer,1989-04-24,1994-08-31
39092,Engineer,1996-07-25,1996-11-14
39094,Senior Staff,2000-11-07,9999-01-01
39094,Staff,1991-11-08,2000-11-07
39097,Staff,1998-03-07,9999-01-01
39108,Engineer,1990-04-19,1994-02-17
39118,Senior Engineer,1997-05-22,9999-01-01
39121,Engineer,1994-08-16,1999-08-16
39121,Senior Engineer,1999-08-16,9999-01-01
39125,Engineer,1991-06-13,1998-06-13
39125,Senior Engineer,1998-06-13,9999-01-01
39140,Senior Staff,1999-03-01,9999-01-01
39141,Senior Staff,1996-09-29,9999-01-01
39141,Staff,1990-09-30,1996-09-29
39143,Senior Staff,1994-09-18,9999-01-01
39143,Staff,1987-09-18,1994-09-18
39157,Senior Staff,1997-04-01,9999-01-01
39157,Staff,1990-04-02,1997-04-01
39167,Assistant Engineer,1985-12-05,1990-12-05
39167,Engineer,1990-12-05,1995-12-05
39167,Senior Engineer,1995-12-05,9999-01-01
39219,Senior Staff,1994-12-26,9999-01-01
39219,Staff,1988-12-26,1994-12-26
39246,Staff,1997-04-30,9999-01-01
39247,Engineer,1991-04-12,1999-04-12
39247,Senior Engineer,1999-04-12,9999-01-01
39248,Engineer,1992-08-14,1999-08-15
39248,Senior Engineer,1999-08-15,9999-01-01
39259,Engineer,1995-01-03,2002-01-03
39259,Senior Engineer,2002-01-03,9999-01-01
39280,Engineer,1989-03-27,1996-03-27
39280,Senior Engineer,1996-03-27,9999-01-01
39288,Staff,1999-04-08,9999-01-01
39290,Engineer,1990-01-25,1997-01-25
39290,Senior Engineer,1997-01-25,2001-09-21
39297,Engineer,1991-07-10,1999-07-10
39297,Senior Engineer,1999-07-10,9999-01-01
39302,Engineer,1990-03-24,1998-03-24
39302,Senior Engineer,1998-03-24,9999-01-01
39315,Staff,1993-05-12,1994-12-19
39341,Engineer,1985-05-11,1994-05-11
39341,Senior Engineer,1994-05-11,9999-01-01
39346,Technique Leader,1994-02-13,9999-01-01
39348,Senior Staff,1991-02-26,9999-01-01
39348,Staff,1985-02-26,1991-02-26
39350,Senior Staff,1998-01-30,9999-01-01
39350,Staff,1992-01-31,1998-01-30
39355,Engineer,1987-03-04,1995-03-04
39355,Senior Engineer,1995-03-04,1999-05-31
39383,Engineer,1985-11-29,1990-08-31
39400,Engineer,1998-10-18,9999-01-01
39417,Senior Staff,1992-10-05,9999-01-01
39417,Staff,1987-10-06,1992-10-05
39427,Engineer,1997-07-03,2002-07-03
39427,Senior Engineer,2002-07-03,9999-01-01
39446,Engineer,1992-08-21,1997-08-21
39446,Senior Engineer,1997-08-21,9999-01-01
39462,Engineer,1985-09-29,1991-09-29
39462,Senior Engineer,1991-09-29,9999-01-01
39494,Engineer,1994-08-29,2000-08-28
39494,Senior Engineer,2000-08-28,9999-01-01
39498,Engineer,1997-09-23,9999-01-01
39525,Engineer,1996-11-17,9999-01-01
39587,Assistant Engineer,1985-12-22,1992-12-22
39587,Engineer,1992-12-22,1999-12-23
39587,Senior Engineer,1999-12-23,9999-01-01
39602,Engineer,1996-10-09,9999-01-01
39605,Senior Staff,1985-05-10,9999-01-01
39612,Senior Staff,1999-05-13,9999-01-01
39614,Staff,1993-12-08,1994-11-19
39634,Senior Staff,1991-07-04,9999-01-01
39636,Senior Staff,1996-11-12,9999-01-01
39636,Staff,1988-11-12,1996-11-12
39650,Staff,1995-08-28,1997-10-06
39651,Engineer,1995-11-08,9999-01-01
39656,Senior Staff,1995-02-07,9999-01-01
39656,Staff,1987-02-07,1995-02-07
39687,Senior Engineer,1992-08-18,9999-01-01
39707,Engineer,1990-03-20,1998-10-01
39731,Senior Staff,2002-03-16,9999-01-01
39731,Staff,1994-03-16,2002-03-16
39757,Technique Leader,1991-10-09,9999-01-01
39793,Senior Staff,1991-01-16,9999-01-01
39813,Senior Staff,1998-07-13,9999-01-01
39813,Staff,1992-07-13,1998-07-13
39814,Senior Staff,2000-01-04,9999-01-01
39814,Staff,1991-01-04,2000-01-04
39824,Staff,1994-04-30,9999-01-01
39829,Senior Staff,1994-03-03,9999-01-01
39829,Staff,1985-03-03,1994-03-03
39832,Senior Staff,1990-05-24,9999-01-01
39832,Staff,1985-05-24,1990-05-24
39837,Engineer,1987-03-04,1995-03-04
39837,Senior Engineer,1995-03-04,9999-01-01
39857,Senior Engineer,1999-01-28,9999-01-01
39867,Staff,1989-01-06,1993-12-23
39869,Assistant Engineer,1994-10-27,1995-04-01
39877,Engineer,1993-07-16,1999-07-16
39877,Senior Engineer,1999-07-16,9999-01-01
39886,Senior Staff,1997-10-13,2001-11-13
39889,Senior Staff,1987-03-11,9999-01-01
39914,Engineer,1991-12-02,1997-12-04
39920,Senior Staff,1993-07-05,9999-01-01
39920,Staff,1985-07-05,1993-07-05
39931,Staff,1998-06-03,9999-01-01
39932,Staff,1994-07-18,9999-01-01
39970,Senior Staff,1993-09-10,9999-01-01
39970,Staff,1987-09-11,1993-09-10
39973,Engineer,1998-02-20,2000-09-28
39987,Engineer,1994-01-09,1998-03-16
39991,Senior Staff,2000-07-28,9999-01-01
39991,Staff,1995-07-29,2000-07-28
39998,Senior Staff,1991-04-23,9999-01-01
39998,Staff,1985-04-23,1991-04-23
40005,Engineer,1991-07-08,1996-07-07
40005,Senior Engineer,1996-07-07,9999-01-01
40016,Engineer,1985-03-26,1990-03-26
40016,Senior Engineer,1990-03-26,9999-01-01
40021,Engineer,1999-08-02,9999-01-01
40031,Staff,2000-01-05,9999-01-01
40036,Engineer,1993-04-25,2001-04-25
40036,Senior Engineer,2001-04-25,9999-01-01
40056,Senior Staff,1986-09-07,1999-12-08
40068,Assistant Engineer,1987-02-06,1994-02-06
40068,Engineer,1994-02-06,2001-02-06
40068,Senior Engineer,2001-02-06,9999-01-01
40077,Engineer,1989-04-08,1998-04-08
40077,Senior Engineer,1998-04-08,9999-01-01
40083,Senior Staff,1998-06-17,9999-01-01
40083,Staff,1993-06-17,1998-06-17
40089,Senior Engineer,1993-09-10,9999-01-01
40108,Assistant Engineer,1991-12-24,1993-11-15
40109,Engineer,1999-10-09,9999-01-01
40112,Engineer,1988-07-10,1993-07-10
40112,Senior Engineer,1993-07-10,9999-01-01
40122,Engineer,1991-11-26,1998-11-26
40122,Senior Engineer,1998-11-26,9999-01-01
40123,Engineer,1989-03-12,1996-03-12
40123,Senior Engineer,1996-03-12,9999-01-01
40136,Staff,1998-03-05,2000-12-04
40152,Senior Staff,2001-06-29,9999-01-01
40152,Staff,1996-06-29,2001-06-29
40162,Senior Staff,2000-03-14,9999-01-01
40162,Staff,1994-03-15,2000-03-14
40194,Engineer,1997-09-21,9999-01-01
40207,Engineer,1989-07-27,1998-07-27
40207,Senior Engineer,1998-07-27,9999-01-01
40216,Engineer,1991-06-23,2000-06-22
40216,Senior Engineer,2000-06-22,9999-01-01
40217,Senior Staff,1993-10-30,9999-01-01
40217,Staff,1987-10-31,1993-10-30
40221,Staff,1993-12-03,1994-03-03
40228,Technique Leader,1996-11-01,9999-01-01
40236,Senior Staff,1987-08-11,9999-01-01
40254,Senior Engineer,1994-08-04,9999-01-01
40259,Senior Staff,1994-11-08,1996-10-10
40259,Staff,1987-11-08,1994-11-08
40264,Senior Staff,1998-04-01,9999-01-01
40264,Staff,1990-04-01,1998-04-01
40289,Engineer,1997-05-15,9999-01-01
40300,Engineer,1992-08-27,1998-10-22
40333,Engineer,1990-08-26,1998-08-26
40333,Senior Engineer,1998-08-26,2000-07-14
40358,Engineer,1987-05-29,1995-05-29
40358,Senior Engineer,1995-05-29,9999-01-01
40366,Senior Staff,1998-03-30,9999-01-01
40366,Staff,1991-03-30,1998-03-30
40392,Engineer,1987-08-20,1993-08-19
40392,Senior Engineer,1993-08-19,9999-01-01
40402,Engineer,1992-03-11,1998-03-11
40402,Senior Engineer,1998-03-11,9999-01-01
40404,Senior Engineer,1988-10-15,9999-01-01
40408,Engineer,1989-05-22,1994-05-22
40408,Senior Engineer,1994-05-22,9999-01-01
40423,Senior Staff,1995-05-30,9999-01-01
40423,Staff,1988-05-29,1995-05-30
40449,Engineer,1998-10-18,9999-01-01
40483,Engineer,1997-06-03,1998-12-09
40516,Technique Leader,1989-10-18,9999-01-01
40521,Staff,1998-12-07,9999-01-01
40522,Senior Staff,1992-02-29,9999-01-01
40522,Staff,1985-02-28,1992-02-29
40528,Engineer,1989-04-24,1997-04-24
40528,Senior Engineer,1997-04-24,9999-01-01
40556,Engineer,1992-03-30,1997-03-30
40556,Senior Engineer,1997-03-30,9999-01-01
40576,Senior Staff,1994-05-17,9999-01-01
40580,Senior Staff,1992-03-19,9999-01-01
40580,Staff,1987-03-20,1992-03-19
40581,Engineer,1988-08-05,1989-08-13
40594,Engineer,1998-07-05,9999-01-01
40621,Senior Engineer,1992-06-29,1993-04-26
40622,Engineer,1985-06-04,1989-04-27
40635,Senior Staff,1996-11-11,9999-01-01
40672,Engineer,1985-04-02,1994-04-02
40672,Senior Engineer,1994-04-02,9999-01-01
40685,Senior Staff,1999-04-03,9999-01-01
40685,Staff,1992-04-02,1999-04-03
40696,Senior Engineer,1985-07-12,9999-01-01
40727,Senior Staff,1999-11-28,9999-01-01
40727,Staff,1991-11-28,1999-11-28
40729,Technique Leader,1987-10-12,9999-01-01
40743,Engineer,1993-08-17,2000-08-17
40743,Senior Engineer,2000-08-17,9999-01-01
40768,Engineer,1999-06-22,9999-01-01
40769,Senior Staff,1993-11-16,9999-01-01
40769,Staff,1988-11-16,1993-11-16
40804,Engineer,1987-03-24,1991-04-27
40814,Staff,1991-02-22,1992-12-14
40827,Senior Staff,1998-09-24,9999-01-01
40827,Staff,1992-09-24,1998-09-24
40843,Staff,1997-04-24,9999-01-01
40862,Assistant Engineer,1994-10-24,2001-10-24
40862,Engineer,2001-10-24,9999-01-01
40870,Engineer,1986-07-19,1992-07-18
40870,Senior Engineer,1992-07-18,9999-01-01
40873,Engineer,1990-02-19,1995-02-19
40873,Senior Engineer,1995-02-19,9999-01-01
40879,Engineer,1990-11-17,1994-05-17
40882,Staff,1997-12-03,9999-01-01
40893,Engineer,1997-09-24,2002-03-26
40902,Engineer,1991-07-03,1997-07-02
40902,Senior Engineer,1997-07-02,9999-01-01
40918,Engineer,1996-04-01,2002-04-01
40918,Senior Engineer,2002-04-01,9999-01-01
40923,Engineer,1999-04-06,9999-01-01
40938,Engineer,1995-08-21,9999-01-01
40945,Senior Staff,1995-05-14,9999-01-01
40976,Senior Engineer,1997-10-26,9999-01-01
40987,Engineer,1993-06-15,1999-06-15
40987,Senior Engineer,1999-06-15,9999-01-01
41001,Senior Engineer,1986-01-09,1990-11-07
41004,Engineer,1989-06-30,1994-06-30
41004,Senior Engineer,1994-06-30,9999-01-01
41016,Engineer,1989-09-02,1995-09-02
41016,Senior Engineer,1995-09-02,9999-01-01
41019,Engineer,1986-03-29,1991-03-29
41019,Senior Engineer,1991-03-29,1991-04-09
41029,Engineer,1999-11-08,2002-04-29
41031,Senior Staff,1994-05-12,9999-01-01
41031,Staff,1989-05-12,1994-05-12
41055,Senior Staff,1993-02-03,9999-01-01
41056,Engineer,1991-01-01,1999-01-01
41056,Senior Engineer,1999-01-01,9999-01-01
41064,Technique Leader,1995-01-22,9999-01-01
41078,Senior Staff,2002-06-16,9999-01-01
41078,Staff,1994-06-16,2002-06-16
41097,Senior Engineer,1990-12-15,9999-01-01
41102,Engineer,1990-08-18,1997-08-18
41102,Senior Engineer,1997-08-18,9999-01-01
41107,Assistant Engineer,1988-09-22,1996-09-22
41107,Engineer,1996-09-22,9999-01-01
41128,Staff,1997-07-14,9999-01-01
41155,Engineer,1985-02-16,1994-02-16
41155,Senior Engineer,1994-02-16,9999-01-01
41156,Engineer,1994-02-18,1999-02-18
41156,Senior Engineer,1999-02-18,9999-01-01
41171,Assistant Engineer,1998-10-20,9999-01-01
41176,Engineer,1999-10-21,9999-01-01
41181,Senior Engineer,1986-02-13,9999-01-01
41185,Staff,1999-06-23,9999-01-01
41197,Senior Staff,1999-07-21,9999-01-01
41197,Staff,1991-07-21,1999-07-21
41199,Staff,1995-08-11,9999-01-01
41207,Technique Leader,1985-11-21,1992-01-02
41209,Engineer,1996-06-03,2002-06-03
41209,Senior Engineer,2002-06-03,9999-01-01
41238,Staff,1999-07-23,9999-01-01
41265,Senior Staff,1991-12-02,1998-11-02
41265,Staff,1985-12-02,1991-12-02
41267,Staff,1995-12-07,9999-01-01
41270,Staff,1994-08-22,1998-02-10
41271,Engineer,1991-09-29,1997-09-28
41271,Senior Engineer,1997-09-28,9999-01-01
41282,Staff,1993-09-23,1999-01-30
41301,Senior Staff,1985-04-14,9999-01-01
41321,Engineer,1995-04-17,2001-04-16
41321,Senior Engineer,2001-04-16,9999-01-01
41326,Senior Staff,1995-06-21,9999-01-01
41326,Staff,1990-06-21,1995-06-21
41338,Engineer,1988-06-05,1994-06-05
41338,Senior Engineer,1994-06-05,9999-01-01
41346,Engineer,1986-07-04,1991-07-04
41346,Senior Engineer,1991-07-04,9999-01-01
41351,Staff,2000-01-09,9999-01-01
41367,Senior Staff,1986-07-21,9999-01-01
41376,Staff,1987-10-13,1990-12-30
41378,Senior Engineer,1987-10-02,9999-01-01
41379,Senior Staff,1995-10-06,9999-01-01
41379,Staff,1990-10-06,1995-10-06
41381,Senior Engineer,2000-01-03,9999-01-01
41391,Senior Staff,1993-05-20,9999-01-01
41391,Staff,1985-05-20,1993-05-20
41397,Senior Staff,1993-02-25,9999-01-01
41397,Staff,1987-02-26,1993-02-25
41399,Engineer,1992-12-27,1997-12-27
41399,Senior Engineer,1997-12-27,9999-01-01
41418,Senior Engineer,1993-01-07,9999-01-01
41423,Engineer,1986-11-28,1992-11-27
41423,Senior Engineer,1992-11-27,9999-01-01
41430,Engineer,1991-03-31,1996-03-30
41430,Senior Engineer,1996-03-30,9999-01-01
41448,Senior Staff,1997-04-08,9999-01-01
41448,Staff,1990-04-08,1997-04-08
41452,Senior Staff,1989-03-19,9999-01-01
41479,Senior Engineer,1985-11-07,9999-01-01
41490,Senior Engineer,1990-10-24,9999-01-01
41497,Engineer,1990-02-25,1996-02-25
41497,Senior Engineer,1996-02-25,9999-01-01
41498,Engineer,1987-10-21,1995-10-21
41498,Senior Engineer,1995-10-21,9999-01-01
41505,Technique Leader,1992-07-31,9999-01-01
41512,Engineer,1993-03-11,1999-03-11
41512,Senior Engineer,1999-03-11,9999-01-01
41528,Engineer,1999-11-25,2000-07-15
41538,Senior Staff,1996-05-18,9999-01-01
41538,Staff,1988-05-18,1996-05-18
41547,Senior Engineer,1997-04-14,1998-01-30
41549,Senior Engineer,1989-02-14,9999-01-01
41551,Engineer,1995-07-17,2000-07-16
41551,Senior Engineer,2000-07-16,9999-01-01
41564,Senior Staff,2001-07-17,9999-01-01
41564,Staff,1995-07-18,2001-07-17
41574,Engineer,1998-10-14,1999-08-24
41577,Senior Staff,1996-11-16,9999-01-01
41577,Staff,1991-11-17,1996-11-16
41625,Senior Engineer,1998-09-19,9999-01-01
41648,Technique Leader,1996-04-08,2000-12-06
41650,Engineer,1985-08-21,1994-08-21
41650,Senior Engineer,1994-08-21,9999-01-01
41655,Technique Leader,1992-04-15,9999-01-01
41656,Senior Engineer,1993-05-21,9999-01-01
41658,Engineer,1999-08-18,9999-01-01
41663,Staff,1993-11-13,9999-01-01
41681,Senior Engineer,1999-02-18,2000-10-05
41694,Engineer,1992-06-27,1997-06-27
41694,Senior Engineer,1997-06-27,9999-01-01
41708,Engineer,1985-04-12,1994-04-12
41708,Senior Engineer,1994-04-12,9999-01-01
41711,Senior Staff,1996-11-20,9999-01-01
41769,Senior Staff,1996-02-05,9999-01-01
41769,Staff,1990-02-05,1996-02-05
41783,Technique Leader,1992-03-09,1999-09-12
41787,Staff,1999-04-03,9999-01-01
41801,Senior Engineer,1992-03-08,9999-01-01
41815,Staff,1998-09-24,9999-01-01
41820,Engineer,1989-05-01,1994-05-01
41820,Senior Engineer,1994-05-01,9999-01-01
41840,Staff,1998-12-10,9999-01-01
41850,Senior Staff,1999-03-17,9999-01-01
41851,Senior Staff,1998-08-29,9999-01-01
41857,Senior Staff,1992-01-03,9999-01-01
41857,Staff,1986-01-03,1992-01-03
41873,Senior Staff,1995-07-29,9999-01-01
41873,Staff,1987-07-29,1995-07-29
41879,Engineer,1998-09-24,2000-09-19
41882,Staff,1995-08-05,9999-01-01
41883,Assistant Engineer,1995-12-23,9999-01-01
41886,Assistant Engineer,1993-01-10,2001-01-10
41886,Engineer,2001-01-10,2001-06-22
41908,Engineer,1999-04-10,9999-01-01
41911,Technique Leader,1999-10-18,9999-01-01
41938,Staff,1999-03-21,9999-01-01
41942,Senior Staff,1994-02-09,1998-11-02
41942,Staff,1986-02-09,1994-02-09
41943,Engineer,1990-07-14,1996-07-13
41943,Senior Engineer,1996-07-13,9999-01-01
41951,Staff,1995-05-09,2000-05-10
41956,Senior Staff,1988-09-28,9999-01-01
41959,Staff,1995-05-25,1995-11-01
41963,Senior Staff,2001-05-03,9999-01-01
41963,Staff,1992-05-03,2001-05-03
41966,Staff,1997-11-16,9999-01-01
41972,Engineer,1997-02-27,9999-01-01
41977,Engineer,1996-01-09,9999-01-01
42009,Senior Engineer,1997-08-03,9999-01-01
42014,Engineer,1990-05-27,1994-09-05
42017,Technique Leader,1985-11-26,9999-01-01
42029,Senior Staff,1995-08-25,2002-06-29
42029,Staff,1990-08-25,1995-08-25
42031,Engineer,1993-07-05,1999-07-05
42031,Senior Engineer,1999-07-05,9999-01-01
42038,Senior Staff,1998-12-14,9999-01-01
42038,Staff,1992-12-14,1998-12-14
42039,Engineer,1995-07-06,9999-01-01
42050,Senior Engineer,1992-10-18,9999-01-01
42051,Senior Engineer,1998-11-26,9999-01-01
42068,Engineer,1985-10-05,1991-10-05
42068,Senior Engineer,1991-10-05,9999-01-01
42073,Engineer,1994-06-02,1998-07-12
42078,Senior Staff,1999-04-15,9999-01-01
42078,Staff,1990-04-15,1999-04-15
42080,Senior Staff,1999-05-09,9999-01-01
42080,Staff,1991-05-09,1999-05-09
42094,Staff,1998-10-01,9999-01-01
42101,Engineer,1985-07-31,1994-07-31
42101,Senior Engineer,1994-07-31,9999-01-01
42109,Senior Staff,1997-06-28,9999-01-01
42124,Senior Staff,1991-07-09,1993-01-20
42124,Staff,1985-07-09,1991-07-09
42125,Staff,1997-01-18,9999-01-01
42133,Senior Engineer,1988-03-04,9999-01-01
42140,Senior Engineer,1992-04-18,9999-01-01
42156,Engineer,1989-12-26,1998-12-26
42156,Senior Engineer,1998-12-26,9999-01-01
42180,Technique Leader,1988-12-15,9999-01-01
42186,Engineer,1989-07-07,1992-08-18
42225,Technique Leader,1997-10-12,1999-09-01
42243,Engineer,1987-03-29,1992-03-28
42243,Senior Engineer,1992-03-28,9999-01-01
42245,Engineer,1995-02-15,2000-02-15
42245,Senior Engineer,2000-02-15,9999-01-01
42248,Engineer,1990-07-23,1996-07-22
42248,Senior Engineer,1996-07-22,9999-01-01
